ax,ay,az,gx,gy,gz,label
-0.1487,-0.2039,1.0162,-68.9697,9.0332,-154.1138,shake
-0.2196,0.1033,0.9423,-74.7681,1.7090,-150.6958,shake
-0.3191,0.4978,0.9353,-50.0488,9.2163,-126.7090,shake
-0.3528,0.7235,1.0372,-13.7939,17.3340,-35.6445,shake
-0.2601,0.6301,1.0356,24.9634,14.1602,55.2368,shake
-0.1925,0.3995,1.0203,56.9458,11.3525,139.8315,shake
-0.0540,-0.0890,1.0900,76.4160,1.2207,164.8559,shake
-0.0243,-0.4695,1.0554,78.7964,-31.1279,140.3198,shake
-0.0641,-0.8337,0.7469,76.2939,-36.4380,95.2759,shake
-0.1376,-0.9562,0.6456,0.1221,-11.2915,-7.2632,shake
-0.1616,-0.6011,0.8165,-56.0913,4.4556,-83.8623,shake
-0.1532,-0.2893,0.9708,-68.7256,15.4419,-133.9722,shake
-0.1749,-0.0944,0.9945,-62.2559,6.4697,-145.3857,shake
-0.2698,0.1914,0.8873,-50.5981,4.4556,-138.6719,shake
-0.2959,0.4292,1.0049,-33.8745,16.8457,-103.5156,shake
-0.3240,0.6660,1.0310,-10.4980,11.5356,-20.8130,shake
-0.2333,0.6428,1.1290,48.5229,11.9629,59.5093,shake
-0.1501,0.2593,0.9413,73.8525,-4.5166,156.3110,shake
-0.0157,-0.2330,1.1465,79.7729,-15.3198,163.6352,shake
-0.0764,-0.7079,0.8877,60.4248,-60.1807,112.6099,shake
-0.1641,-0.8833,0.5536,57.5561,-26.5503,31.1279,shake
-0.1743,-0.7902,0.7007,-47.6685,1.9531,-25.0854,shake
-0.1798,-0.5243,0.9801,-71.6553,10.2539,-105.1636,shake
-0.2061,-0.1575,0.9187,-64.7583,3.8452,-140.0146,shake
-0.2491,0.0830,0.9100,-67.8711,11.8408,-141.7847,shake
-0.3204,0.4352,0.9723,-54.0161,15.0146,-116.6382,shake
-0.3412,0.5565,0.9652,-16.6016,20.0806,-43.3350,shake
-0.2999,0.5880,0.9886,12.9395,29.7852,22.7661,shake
-0.2648,0.5389,1.0114,67.4438,37.9028,126.0986,shake
-0.0315,0.0780,1.1487,75.2563,34.1797,175.2319,shake
0.0784,-0.4116,1.2201,84.4116,-25.6348,147.8882,shake
-0.0691,-0.5953,0.8041,64.5142,-59.6313,91.3696,shake
-0.1322,-0.7449,0.5735,45.5933,-11.5356,37.7197,shake
-0.0671,-0.9166,0.8374,-5.2490,6.0425,-43.4570,shake
