ax,ay,az,gx,gy,gz,label
0.2437,-0.1984,0.9238,7.5073,-7.9956,48.0957,circle
0.2476,-0.2711,0.9355,5.7373,-4.5166,48.6450,circle
0.2174,-0.3218,0.9309,0.9766,-4.2114,48.4619,circle
0.1718,-0.3872,0.9016,0.9766,-0.1221,39.4287,circle
0.1420,-0.4030,0.9187,-2.3804,4.9438,28.9307,circle
0.0940,-0.4363,0.9260,1.5869,10.8032,15.4419,circle
0.0511,-0.5063,0.9423,2.1973,15.1978,-1.1597,circle
0.0220,-0.5165,0.9822,0.9155,22.1558,-33.1421,circle
-0.0010,-0.4469,1.0360,7.9346,25.3906,-45.4102,circle
-0.0223,-0.3459,1.0165,7.8735,22.2168,-57.3120,circle
-0.0162,-0.2778,1.0604,10.8643,21.3013,-62.1948,circle
0.0164,-0.1447,1.1184,2.8076,18.7378,-62.9883,circle
0.0115,-0.0594,1.1322,8.3618,10.6201,-59.0820,circle
-0.1431,-0.2714,0.9231,1.9531,25.0244,-62.1338,circle
-0.1062,-0.2155,0.9720,-2.4414,28.1372,-61.3403,circle
-0.0630,-0.1187,1.0560,-16.0522,28.7476,-61.8286,circle
-0.0419,0.0067,1.0872,-7.3242,20.8130,-54.0771,circle
-0.0109,-0.0138,1.0396,-5.3711,8.1177,-33.2031,circle
0.0527,0.1012,1.0753,-18.6768,10.0098,-27.4048,circle
0.0637,0.0815,1.0688,-10.3149,0.7324,-13.1836,circle
0.1276,0.1187,1.0354,-22.5830,-6.8359,1.5259,circle
0.1697,0.2318,1.0326,-12.2070,-4.8218,4.6997,circle
0.2565,0.2396,1.1252,15.5640,-7.0801,10.9253,circle
0.3042,0.2174,1.1178,3.4790,-18.1885,44.9219,circle
0.2859,0.0559,1.0165,-0.0610,-23.9868,62.1338,circle
0.2858,-0.1116,0.9771,-2.5635,-23.5596,65.9180,circle
0.2506,-0.1312,0.9132,1.0986,-27.8931,59.3872,circle
0.2546,-0.1917,0.9307,2.8076,-20.2637,54.0161,circle
0.2351,-0.2274,0.9213,-8.2397,-14.0991,54.3823,circle
0.1840,-0.2981,0.9000,-12.0850,-13.6108,46.7529,circle
0.1525,-0.2792,0.8783,-3.6011,-6.1646,30.2124,circle
0.1454,-0.3466,0.9379,0.0610,1.5259,22.3999,circle
0.1093,-0.3519,0.9454,-3.5400,5.6763,12.1460,circle
0.0887,-0.3463,0.9752,-4.0283,10.6812,5.7373,circle
0.0693,-0.3813,0.9957,2.3804,14.7705,-5.7983,circle
0.0436,-0.3909,1.0250,9.3384,14.5874,-20.0806,circle
0.0146,-0.3362,1.0129,9.5825,14.7705,-36.6211,circle
-0.0331,-0.3074,0.9779,10.1929,17.0898,-47.1802,circle
-0.0420,-0.2313,1.0001,9.5215,21.8506,-57.5561,circle
-0.0449,-0.1353,1.0457,5.8594,23.4375,-56.8848,circle
-0.0436,-0.0828,1.0872,5.0659,19.1040,-51.5137,circle
-0.0361,-0.0363,1.0961,-0.6714,14.2822,-47.1191,circle
-0.0636,-0.0143,1.0481,-0.5493,6.7749,-36.3770,circle
-0.0468,-0.0449,1.0045,-6.8970,2.5635,-28.6255,circle
-0.0002,0.0210,1.0393,-20.8740,5.2490,-25.3906,circle
0.0411,0.0511,1.0465,-8.4839,4.6387,-20.3247,circle
0.0995,-0.0121,1.0344,-18.6157,-9.8267,-1.8921,circle
0.1493,0.0985,1.0232,-40.0391,-9.7656,0.8545,circle
0.2030,0.2314,1.0699,-22.7051,-8.4839,2.2583,circle
0.2539,0.2872,1.0916,-6.0425,-16.2354,22.6440,circle
0.2452,0.2144,0.9869,2.5635,-22.6440,42.7246,circle
0.2529,0.1016,0.9531,5.1880,-17.7002,57.1289,circle
0.2770,-0.0199,0.9526,7.3853,-14.5264,64.2700,circle
0.2505,-0.0732,0.9489,7.1411,-23.7427,60.5469,circle
