ax,ay,az,gx,gy,gz,label
0.3822,1.0082,-0.5980,-43.7012,-7.0801,-12.4512,background
0.6119,1.0302,-0.4146,3.4790,10.7422,-29.4189,background
0.6024,0.8640,-0.4473,-10.4370,23.7427,-20.9961,background
0.6055,0.7988,-0.2356,-32.2266,51.6968,-12.4512,background
0.5521,0.6996,-0.2386,27.9541,25.0244,6.7139,background
0.3918,0.4666,-0.1824,155.7617,-8.0566,38.9404,background
0.5276,-0.1377,0.0115,216.3696,-21.7895,7.5684,background
0.6237,-0.0184,-0.1525,61.7065,-15.8081,-21.5454,background
0.8834,-0.1655,-0.0046,-57.9224,0.6104,-1.9531,background
1.2035,0.2860,-0.3671,-75.6836,-28.1372,-66.0400,background
1.1150,0.6067,-0.1147,102.8442,32.0435,187.9272,background
0.9376,-0.1444,-0.0848,111.0229,29.6020,154.8462,background
0.8135,-0.6696,-0.0568,26.9165,19.9585,118.4692,background
