ax,ay,az,gx,gy,gz,label
-0.1459,-0.3281,0.9272,-0.1831,0.7935,-1.7090,rest
-0.1407,-0.3260,0.9420,-1.7090,3.8452,-3.6011,rest
-0.1476,-0.3115,0.9373,0.3662,3.4790,-3.5400,rest
-0.1493,-0.3260,0.9360,-0.2441,-0.2441,-1.4648,rest
-0.1509,-0.3282,0.9288,0.0000,1.0986,-2.2583,rest
-0.1411,-0.3151,0.9430,-0.4272,-0.1831,-0.9155,rest
-0.1514,-0.3074,0.9413,-0.6714,-0.4883,-0.0610,rest
-0.1592,-0.3105,0.9340,0.0610,-0.5493,0.9155,rest
-0.1514,-0.3093,0.9382,0.7324,0.7324,-0.1221,rest
-0.1476,-0.3110,0.9436,-0.0610,-0.6104,0.9766,rest
-0.1460,-0.3162,0.9373,0.9155,-0.3662,0.8545,rest
-0.1536,-0.3146,0.9365,0.4883,0.2441,0.0610,rest
-0.1554,-0.3104,0.9371,0.3662,-0.0610,0.5493,rest
-0.1442,-0.3201,0.9408,-0.2441,-0.3052,0.6104,rest
-0.1492,-0.3148,0.9381,-0.9766,-0.4883,-0.3662,rest
-0.1451,-0.2982,0.9456,-1.6479,-0.9766,0.3662,rest
-0.1456,-0.3037,0.9448,0.0000,0.0000,0.6104,rest
-0.1470,-0.3104,0.9468,0.4272,0.3662,-0.9766,rest
-0.1666,-0.2976,0.9425,3.4790,-0.3662,-0.4272,rest
-0.1647,-0.3094,0.9341,0.7935,-1.7700,5.9204,rest
-0.1509,-0.2946,0.9460,4.5776,-0.9766,7.0190,rest
-0.1458,-0.3433,0.9391,5.3711,-2.1973,8.7280,rest
-0.1490,-0.3418,0.9238,-4.5776,-2.9297,5.3711,rest
-0.1440,-0.3214,0.9401,-5.5542,-1.8921,2.1362,rest
-0.1534,-0.3007,0.9402,-1.3428,-2.9907,1.2817,rest
-0.1545,-0.3041,0.9470,0.7324,-2.9907,1.5869,rest
-0.1697,-0.2935,0.9359,1.5259,-3.7842,2.4414,rest
-0.1531,-0.3263,0.9344,6.2866,0.4272,1.4648,rest
-0.1370,-0.3339,0.9283,4.2114,1.2817,0.3052,rest
-0.1412,-0.3066,0.9406,-0.0610,-0.9766,2.0142,rest
-0.1494,-0.3074,0.9440,2.3804,-0.1831,3.6011,rest
-0.1526,-0.3395,0.9277,2.2583,-0.3662,3.5400,rest
-0.1516,-0.3413,0.9279,-0.3052,-0.6104,0.3052,rest
-0.1531,-0.3302,0.9308,-1.3428,0.1221,-1.5259,rest
-0.1672,-0.3157,0.9359,0.4883,0.2441,-3.1738,rest
-0.1669,-0.3298,0.9279,0.6714,0.2441,-2.9907,rest
-0.1627,-0.3218,0.9304,-0.3052,0.7324,-3.6011,rest
